id,aktive-file,netpbm-file
0,49023.8,4497.682
1,56933.3,11672.784
2,58514.9,11541.599
3,56837.2,12233.335
4,30005.3,6749.877
5,18032.9,3997.523
6,13892.5,3272.845
7,11679.5,2708.055
8,10032.1,2663.33
9,11232.4,3205.663
10,9768.8,2903.703
11,9946.4,3422.428
12,11578.0,3814.895
13,13299.6,4378.413
14,10756.1,5066.247
15,11081.5,5074.665
16,11962.2,5564.251
