id,ppm-iter-text-unordered,ppm-shot-text-unordered
0,1173.626,5292919.3
1,3758.02,5863781.9
2,3687.698,5949443.5
3,3693.626,5939806.6
4,2232.061,5823196.2
5,1753.362,5904393.5
6,1667.485,6442872.0
7,1543.941,6116032.8
8,1533.368,6079937.7
9,1761.354,6003837.4
10,2105.139,6845664.1
11,2422.793,6555223.7
12,2829.995,6127992.4
13,3233.05,6162363.5
14,3631.991,6084435.5
15,3987.584,6129325.6
16,4614.677,6064811.5
